% Filename : LM_Couette_R0220_020PI_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 96
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent Couette flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Extreme-scale motions in turbulent plane Couette flows, 
%    2018, Journal of Fluid Mechanics, vol. 842, pp. 128-145 
% 
% The paper can be found at http://doi.org/10.1017/jfm.2018.131 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 1280 
%  Grid (wall-normal)      ny = 192 
%  Grid (spanwise)         nz = 768 
%  Streamwise domain size  Lx = 20pi 
%  Spanwise domain size    Lz = 5pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 2.50000e-04 
%  channel half width   delta = 1.000 
%  Velocity at wall    U_mean = (+/-) 1.000 
%  Friction vel         u_tau = 5.47883e-02 
%  Re_tau              Re_tau =  219.153 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 3/7/2018.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Couette_R0220_020PI_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    2.059765673623204e-05    4.514042136904974e-03    4.514042136818506e-03    9.999999999106423e-01    1.819159647135405e-07   -7.359276167371336e-14
    1.029823439926414e-04    2.256890898285087e-02    2.256890891180614e-02    9.999999873671500e-01    9.095272449718309e-07   -4.572762882249711e-11
    2.883256182004690e-04    6.318747838032863e-02    6.318747398216473e-02    9.999997211081184e-01    2.546453537190003e-06   -2.774354756767748e-09
    6.177693459122890e-04    1.353861215402712e-01    1.353860282476198e-01    9.999972361881445e-01    5.456034549940876e-06   -5.716365348423170e-08
    1.132413839837088e-03    2.481721030163199e-01    2.481710405393372e-01    9.999827955347865e-01    1.000115894134465e-05   -6.229925455342956e-07
    1.873306006858533e-03    4.105409833052455e-01    4.105329314594844e-01    9.999209751291627e-01    1.654394440645173e-05   -4.434696767027950e-06
    2.881427511453483e-03    6.314740248223802e-01    6.314282718979247e-01    9.997072297251453e-01    2.544501374501957e-05   -2.317909850522285e-05
    4.177085301188321e-03    9.154215598633070e-01    9.152160495939027e-01    9.990908071600858e-01    3.687988206823037e-05   -9.382524085278950e-05
    5.759905750861605e-03    1.262301707274051e+00    1.261546233109404e+00    9.975749216487478e-01    5.083490894329098e-05   -3.054378705985648e-04
    7.629432426981109e-03    1.672014438199730e+00    1.669657165779965e+00    9.943019843734451e-01    6.727920198776511e-05   -8.325020515811176e-04
    9.785126219384543e-03    2.144441604929652e+00    2.138016441872383e+00    9.879755405148939e-01    8.614272886664658e-05   -1.963825910627610e-03
    1.222636549670120e-02    2.679446974967229e+00    2.663820026501156e+00    9.768896145729351e-01    1.072749172965003e-04   -4.114853533059409e-03
    1.495244628560999e-02    3.276876270314955e+00    3.242424548080963e+00    9.591293099438361e-01    1.303784092768385e-04   -7.815691066874124e-03
    1.796258247384253e-02    3.936557211963167e+00    3.866874078983415e+00    9.329437537936301e-01    1.549301954659181e-04   -1.367551437066745e-02
    2.125590603687155e-02    4.658299569569547e+00    4.527726392680724e+00    8.971966288299502e-01    1.801439681329876e-04   -2.233176943588941e-02
    2.483146728822128e-02    5.441895216315425e+00    5.213335746130385e+00    8.517343605902692e-01    2.050568080689816e-04   -3.439591865491537e-02
    2.868823515332564e-02    6.287118188922690e+00    5.910613039225646e+00    7.975291313528585e-01    2.287760874977962e-04   -5.040549394149145e-02
    3.282509746685636e-02    7.193724752814187e+00    6.606121986712749e+00    7.365449243549801e-01    2.508169569641384e-04   -7.078697736235284e-02
    3.724086129343462e-02    8.161453472398696e+00    7.287260631402154e+00    6.713830470283420e-01    2.713839488733869e-04   -9.582906054898822e-02
    4.193425327163525e-02    9.190025286460541e+00    7.943266356203339e+00    6.048326402604562e-01    2.914431741635712e-04   -1.256638265768409e-01
    4.690391998118171e-02    1.027914358863157e+01    8.565861432666612e+00    5.394589932095374e-01    3.125267729613690e-04   -1.602546354491231e-01
    5.214842833322808e-02    1.142849431292265e+01    9.149478808049256e+00    4.773205589184611e-01    3.363981447395398e-04   -1.993919992767724e-01
    5.766626598361557e-02    1.263774602429020e+01    9.691120525436022e+00    4.198444180362870e-01    3.647632129429841e-04   -2.427000596131455e-01
    6.345584176898234e-02    1.390655001421100e+01    1.018996817288631e+01    3.678380442654581e-01    3.990682611586875e-04   -2.896553404467586e-01
    6.951548616560277e-02    1.523454040123832e+01    1.064687861404618e+01    3.215884309070064e-01    4.402552054023337e-04   -3.396169429093635e-01
    7.584345177082374e-02    1.662133423651020e+01    1.106387395976015e+01    2.809977707913743e-01    4.883874941800745e-04   -3.918647781902259e-01
    8.243791380695809e-02    1.806653161417929e+01    1.144369460402003e+01    2.457178326653994e-01    5.425159087665198e-04   -4.456408532112780e-01
    8.929697064749043e-02    1.956971578673256e+01    1.178944603134573e+01    2.152621412474068e-01    6.012252004668619e-04   -5.001887022014110e-01
    9.641864436544412e-02    2.113045328516766e+01    1.210434256754089e+01    1.890886757969283e-01    6.634387152948417e-04   -5.547875558192817e-01
    1.038008813037503e-01    2.274829404399111e+01    1.239153591186984e+01    1.666551516267454e-01    7.288558054069276e-04   -6.087791568960333e-01
    1.114415526674554e-01    2.442277153100244e+01    1.265401138182663e+01    1.474524837642956e-01    7.977625218991635e-04   -6.615856732803399e-01
    1.193384551375956e-01    2.615340288182680e+01    1.289453337473188e+01    1.310210409170872e-01    8.699458976046555e-04   -7.127188330841031e-01
    1.274893115065617e-01    2.793968903915715e+01    1.311562243801318e+01    1.169555499786742e-01    9.436956033494633e-04   -7.617824086342461e-01
    1.358917713347718e-01    2.978111489666613e+01    1.331955231233825e+01    1.049048458222526e-01    1.016042154068965e-03   -8.084700903634621e-01
    1.445434116284596e-01    3.167714944754562e+01    1.350836026583142e+01    9.456854014430761e-02    1.083221690996330e-03   -8.525601443193959e-01
    1.534417375383876e-01    3.362724593763191e+01    1.368386360486854e+01    8.569054257664997e-02    1.141677472879745e-03   -8.939066907339378e-01
    1.625841830792791e-01    3.563084202307152e+01    1.384767627526740e+01    7.805197500643334e-02    1.189346632935289e-03   -9.324288354076001e-01
    1.719681118697645e-01    3.768735993248277e+01    1.400122411067542e+01    7.146524925607917e-02    1.225165716922554e-03   -9.681009747767274e-01
    1.815908178926267e-01    3.979620663356607e+01    1.414575976839975e+01    6.577044067065946e-02    1.248682404429171e-03   -1.000944683922363e+00
    1.914495262751283e-01    4.195677400411503e+01    1.428238107618622e+01    6.083345489800446e-02    1.260680254514086e-03   -1.031020939115194e+00
    2.015413940891936e-01    4.416843900737884e+01    1.441204999472188e+01    5.654085811781309e-02    1.263058224468059e-03   -1.058422377761523e+00
    2.118635111712157e-01    4.643056387172582e+01    1.453560507972941e+01    5.279470742920345e-02    1.257240766143627e-03   -1.083266243969412e+00
    2.224129009612524e-01    4.874249627455565e+01    1.465377146444229e+01    4.951072858349684e-02    1.243146209408340e-03   -1.105687995695067e+00
    2.331865213613683e-01    5.110356953040788e+01    1.476717184073330e+01    4.661735991800999e-02    1.220168265093621e-03   -1.125835254969722e+00
    2.441812656128760e-01    5.351310278321218e+01    1.487633943901066e+01    4.405496369537908e-02    1.189339480420961e-03   -1.143862914756510e+00
    2.553939631922236e-01    5.597040120262484e+01    1.498173036183871e+01    4.177325688875618e-02    1.153879410494182e-03   -1.159929135777135e+00
    2.668213807252695e-01    5.847475618439507e+01    1.508373308287404e+01    3.973003455684951e-02    1.116827914388147e-03   -1.174192905357413e+00
    2.784602229196816e-01    6.102544555470325e+01    1.518267922133690e+01    3.789073363750015e-02    1.080947575173158e-03   -1.186811819461498e+00
    2.903071335151914e-01    6.362173377841214e+01    1.527885200264983e+01    3.622570116332414e-02    1.049508745517233e-03   -1.197938724465714e+00
    3.023586962514291e-01    6.626287217117100e+01    1.537249109030658e+01    3.470974185086440e-02    1.024843952104895e-03   -1.207719095030687e+00
    3.146114358530614e-01    6.894809911531175e+01    1.546380109769077e+01    3.332333322223240e-02    1.006605272435908e-03   -1.216291360063800e+00
    3.270618190319470e-01    7.167664027947446e+01    1.555295875564951e+01    3.204914520460916e-02    9.899117345869509e-04   -1.223786113053220e+00
